date;ticker;price
2011-08-26;JNJ;64.28
2011-08-29;JNJ;65.86
2011-08-30;JNJ;65.77
2011-08-31;JNJ;65.8
2011-09-01;JNJ;65.33
2011-09-02;JNJ;64.07
2011-09-06;JNJ;64.64
2011-09-07;JNJ;65.43
2011-09-08;JNJ;64.95
2011-09-09;JNJ;63.64
2011-09-12;JNJ;63.59
2011-09-13;JNJ;63.61
2011-09-14;JNJ;63.73
2011-09-15;JNJ;64.4
2011-09-16;JNJ;64.59
2011-09-19;JNJ;64.14
2011-09-20;JNJ;64.22
2011-09-21;JNJ;63.13
2011-09-22;JNJ;61.92
2011-09-23;JNJ;61.59
2011-09-26;JNJ;62.69
2011-09-27;JNJ;63.82
2011-09-28;JNJ;63.25
2011-09-29;JNJ;63.9
2011-09-30;JNJ;63.69
2011-10-03;JNJ;62.08
2011-10-04;JNJ;62.17
2011-10-05;JNJ;62.35
2011-10-06;JNJ;62.81
2011-10-07;JNJ;63.13
2011-10-10;JNJ;64.43
2011-10-11;JNJ;63.96
2011-10-12;JNJ;64.33
2011-10-13;JNJ;64.23
2011-10-14;JNJ;64.72
2011-10-17;JNJ;63.79
2011-10-18;JNJ;64.42
2011-10-19;JNJ;62.64
2011-10-20;JNJ;62.53
2011-10-21;JNJ;63.78
2011-10-24;JNJ;64.73
2011-10-25;JNJ;63.69
2011-10-26;JNJ;64.49
2011-10-27;JNJ;65.3
2011-10-28;JNJ;65.6
2011-10-31;JNJ;64.39
2011-11-01;JNJ;63.38
2011-11-02;JNJ;63.64
2011-11-03;JNJ;64.34
2011-11-04;JNJ;64.12
2011-11-07;JNJ;64.0
2011-11-08;JNJ;64.86
2011-11-09;JNJ;63.53
2011-11-10;JNJ;64.12
2011-11-11;JNJ;65.25
2011-11-14;JNJ;64.91
2011-11-15;JNJ;64.99
2011-11-16;JNJ;64.4
2011-11-17;JNJ;63.94
2011-11-18;JNJ;63.85
2011-11-21;JNJ;62.94
2011-11-22;JNJ;62.9
2011-11-23;JNJ;61.99
2011-11-25;JNJ;61.27
2011-11-28;JNJ;62.37
2011-11-29;JNJ;62.78
2011-11-30;JNJ;64.72
2011-12-01;JNJ;64.45
2011-12-02;JNJ;63.47
2011-12-05;JNJ;63.36
2011-12-06;JNJ;63.49
2011-12-07;JNJ;64.45
2011-12-08;JNJ;63.78
2011-12-09;JNJ;64.53
2011-12-12;JNJ;63.51
2011-12-13;JNJ;63.36
2011-12-14;JNJ;63.18
2011-12-15;JNJ;64.0
2011-12-16;JNJ;64.3
2011-12-19;JNJ;63.53
2011-12-20;JNJ;64.52
2011-12-21;JNJ;64.96
2011-12-22;JNJ;65.18
2011-12-23;JNJ;65.98
2011-12-27;JNJ;66.02
2011-12-28;JNJ;65.45
2011-12-29;JNJ;65.88
2011-12-30;JNJ;65.58
2012-01-03;JNJ;65.88
2012-01-04;JNJ;65.48
2012-01-05;JNJ;65.4
2012-01-06;JNJ;64.83
2012-01-09;JNJ;64.93
2012-01-10;JNJ;65.2
2012-01-11;JNJ;65.13
2012-01-12;JNJ;65.23
2012-01-13;JNJ;65.26
2012-01-17;JNJ;65.12
2012-01-18;JNJ;65.28
2012-01-19;JNJ;65.19
2012-01-20;JNJ;65.27
2012-01-23;JNJ;65.0
2012-01-24;JNJ;65.0
2012-01-25;JNJ;65.22
2012-01-26;JNJ;65.7
2012-01-27;JNJ;65.56
2012-01-30;JNJ;65.71
2012-01-31;JNJ;65.91
2012-02-01;JNJ;65.69
2012-02-02;JNJ;65.59
2012-02-03;JNJ;65.64
2012-02-06;JNJ;65.19
2012-02-07;JNJ;65.26
2012-02-08;JNJ;65.24
2012-02-09;JNJ;64.89
2012-02-10;JNJ;64.6
2012-02-13;JNJ;64.68
2012-02-14;JNJ;64.61
2012-02-15;JNJ;64.65
2012-02-16;JNJ;64.92
2012-02-17;JNJ;64.99
2012-02-21;JNJ;65.04
2012-02-22;JNJ;65.0
2012-02-23;JNJ;65.1
2012-02-24;JNJ;64.46
2012-02-27;JNJ;64.45
2012-02-28;JNJ;65.18
2012-02-29;JNJ;65.08
2012-03-01;JNJ;64.83
2012-03-02;JNJ;64.77
2012-03-05;JNJ;64.91
2012-03-06;JNJ;64.35
2012-03-07;JNJ;64.3
2012-03-08;JNJ;64.85
2012-03-09;JNJ;64.74
2012-03-12;JNJ;65.1
2012-03-13;JNJ;65.33
2012-03-14;JNJ;65.08
2012-03-15;JNJ;65.07
2012-03-16;JNJ;65.12
2012-03-19;JNJ;65.21
2012-03-20;JNJ;64.96
2012-03-21;JNJ;64.76
2012-03-22;JNJ;64.46
2012-03-23;JNJ;64.55
2012-03-26;JNJ;65.17
2012-03-27;JNJ;65.4
2012-03-28;JNJ;65.62
2012-03-29;JNJ;65.54
2012-03-30;JNJ;65.96
2012-04-02;JNJ;66.21
2012-04-03;JNJ;65.88
2012-04-04;JNJ;65.39
2012-04-05;JNJ;65.34
2012-04-09;JNJ;64.92
2012-04-10;JNJ;64.2
2012-04-11;JNJ;64.13
2012-04-12;JNJ;64.15
2012-04-13;JNJ;63.54
2012-04-16;JNJ;63.98
2012-04-17;JNJ;64.22
2012-04-18;JNJ;63.26
2012-04-19;JNJ;63.03
2012-04-20;JNJ;63.71
2012-04-23;JNJ;63.37
2012-04-24;JNJ;63.77
2012-04-25;JNJ;64.43
2012-04-26;JNJ;64.75
2012-04-27;JNJ;64.84
2012-04-30;JNJ;65.1
2012-05-01;JNJ;65.22
2012-05-02;JNJ;65.33
2012-05-03;JNJ;65.34
2012-05-04;JNJ;64.74
2012-05-07;JNJ;64.8
2012-05-08;JNJ;64.98
2012-05-09;JNJ;64.28
2012-05-10;JNJ;64.57
2012-05-11;JNJ;64.34
2012-05-14;JNJ;63.93
2012-05-15;JNJ;63.61
2012-05-16;JNJ;63.71
2012-05-17;JNJ;63.55
2012-05-18;JNJ;63.35
2012-05-21;JNJ;63.47
2012-05-22;JNJ;63.52
2012-05-23;JNJ;63.27
2012-05-24;JNJ;63.1
2012-05-25;JNJ;62.51
2012-05-29;JNJ;62.59
2012-05-30;JNJ;62.21
2012-05-31;JNJ;62.43
2012-06-01;JNJ;61.78
2012-06-04;JNJ;62.34
2012-06-05;JNJ;62.21
2012-06-06;JNJ;62.8
2012-06-07;JNJ;62.8
2012-06-08;JNJ;62.98
2012-06-11;JNJ;62.12
2012-06-12;JNJ;63.08
2012-06-13;JNJ;64.45
2012-06-14;JNJ;65.45
2012-06-15;JNJ;66.01
2012-06-18;JNJ;66.3
2012-06-19;JNJ;66.72
2012-06-20;JNJ;67.0
2012-06-21;JNJ;66.39
2012-06-22;JNJ;66.63
2012-06-25;JNJ;66.5
2012-06-26;JNJ;66.42
2012-06-27;JNJ;66.84
2012-06-28;JNJ;66.94
2012-06-29;JNJ;67.56
2012-07-02;JNJ;68.0
2012-07-03;JNJ;68.04
2012-07-05;JNJ;67.78
2012-07-06;JNJ;67.64
2012-07-09;JNJ;67.78
2012-07-10;JNJ;67.88
2012-07-11;JNJ;67.9
2012-07-12;JNJ;67.71
2012-07-13;JNJ;68.61
2012-07-16;JNJ;68.45
2012-07-17;JNJ;69.0
2012-07-18;JNJ;69.37
2012-07-19;JNJ;69.53
2012-07-20;JNJ;68.63
2012-07-23;JNJ;68.11
2012-07-24;JNJ;67.35
2012-07-25;JNJ;67.53
2012-07-26;JNJ;68.74
2012-07-27;JNJ;69.52
2012-07-30;JNJ;69.45
2012-07-31;JNJ;69.22
2012-08-01;JNJ;69.38
2012-08-02;JNJ;68.45
2012-08-03;JNJ;69.12
2012-08-06;JNJ;68.84
2012-08-07;JNJ;68.29
2012-08-08;JNJ;68.35
2012-08-09;JNJ;68.32
2012-08-10;JNJ;68.64
2012-08-13;JNJ;68.46
2012-08-14;JNJ;68.64
2012-08-15;JNJ;68.35
2012-08-16;JNJ;68.2
2012-08-17;JNJ;67.8
2012-08-20;JNJ;67.7
2012-08-21;JNJ;67.78
2012-08-22;JNJ;67.75
2012-08-23;JNJ;67.74
2012-08-24;JNJ;67.6
2012-08-27;JNJ;67.49
2012-08-28;JNJ;67.51
2012-08-29;JNJ;67.37
2012-08-30;JNJ;67.21
2012-08-31;JNJ;67.43
2012-09-04;JNJ;67.26
2012-09-05;JNJ;67.27
2012-09-06;JNJ;67.84
2012-09-07;JNJ;67.88
2012-09-10;JNJ;68.18
2012-09-11;JNJ;68.2
2012-09-12;JNJ;68.15
2012-09-13;JNJ;68.99
2012-09-14;JNJ;68.47
2012-09-17;JNJ;68.25
2012-09-18;JNJ;68.55
2012-09-19;JNJ;68.6
2012-09-20;JNJ;68.9
2012-09-21;JNJ;69.06
2012-09-24;JNJ;69.0
2012-09-25;JNJ;69.32
2012-09-26;JNJ;69.0
2012-09-27;JNJ;69.01
2012-09-28;JNJ;68.91
2012-10-01;JNJ;69.13
2012-10-02;JNJ;68.96
2012-10-03;JNJ;69.0
2012-10-04;JNJ;69.27
2012-10-05;JNJ;69.65
2012-10-08;JNJ;69.44
2012-10-09;JNJ;68.41
2012-10-10;JNJ;68.22
2012-10-11;JNJ;67.97
2012-10-12;JNJ;67.97
2012-10-15;JNJ;68.6
2012-10-16;JNJ;69.55
2012-10-17;JNJ;71.0
2012-10-18;JNJ;72.52
2012-10-19;JNJ;71.86
2012-10-22;JNJ;71.78
2012-10-23;JNJ;70.89
2012-10-24;JNJ;70.74
2012-10-25;JNJ;71.14
2012-10-26;JNJ;70.9
2012-10-31;JNJ;70.82
2012-11-01;JNJ;71.5
2012-11-02;JNJ;70.9
2012-11-05;JNJ;70.79
2012-11-06;JNJ;71.01
2012-11-07;JNJ;70.34
2012-11-08;JNJ;69.65
2012-11-09;JNJ;69.87
2012-11-12;JNJ;69.68
2012-11-13;JNJ;69.51
2012-11-14;JNJ;69.27
2012-11-15;JNJ;69.07
2012-11-16;JNJ;69.19
2012-11-19;JNJ;69.25
2012-11-20;JNJ;69.67
2012-11-21;JNJ;69.59
2012-11-23;JNJ;69.56
2012-11-26;JNJ;69.09
2012-11-27;JNJ;68.81
2012-11-28;JNJ;69.29
2012-11-29;JNJ;69.22
2012-11-30;JNJ;69.73
2012-12-03;JNJ;69.65
2012-12-04;JNJ;69.86
2012-12-05;JNJ;69.97
2012-12-06;JNJ;70.05
2012-12-07;JNJ;70.45
2012-12-10;JNJ;70.6
2012-12-11;JNJ;71.1
2012-12-12;JNJ;70.96
2012-12-13;JNJ;70.75
2012-12-14;JNJ;70.69
2012-12-17;JNJ;70.94
2012-12-18;JNJ;70.95
2012-12-19;JNJ;70.63
2012-12-20;JNJ;70.75
2012-12-21;JNJ;70.27
2012-12-24;JNJ;70.02
2012-12-26;JNJ;70.17
2012-12-27;JNJ;70.09
2012-12-28;JNJ;69.48
2012-12-31;JNJ;70.1
2013-01-02;JNJ;70.84
2013-01-03;JNJ;70.74
2013-01-04;JNJ;71.55
2013-01-07;JNJ;71.4
2013-01-08;JNJ;71.41
2013-01-09;JNJ;71.73
2013-01-10;JNJ;72.19
2013-01-11;JNJ;72.35
2013-01-14;JNJ;72.56
2013-01-15;JNJ;72.37
2013-01-16;JNJ;72.58
2013-01-17;JNJ;72.9
2013-01-18;JNJ;73.23
2013-01-22;JNJ;72.69
2013-01-23;JNJ;72.85
2013-01-24;JNJ;73.1
2013-01-25;JNJ;73.92
2013-01-28;JNJ;73.62
2013-01-29;JNJ;74.41
2013-01-30;JNJ;74.09
2013-01-31;JNJ;73.92
2013-02-01;JNJ;74.18
2013-02-04;JNJ;74.11
2013-02-05;JNJ;74.66
2013-02-06;JNJ;75.39
2013-02-07;JNJ;75.06
2013-02-08;JNJ;75.48
2013-02-11;JNJ;75.41
2013-02-12;JNJ;75.8
2013-02-13;JNJ;75.66
2013-02-14;JNJ;75.81
2013-02-15;JNJ;76.16
2013-02-19;JNJ;76.96
2013-02-20;JNJ;76.65
2013-02-21;JNJ;76.87
2013-02-22;JNJ;76.25
2013-02-25;JNJ;75.57
2013-02-26;JNJ;75.75
2013-02-27;JNJ;76.32
2013-02-28;JNJ;76.11
2013-03-01;JNJ;76.7
2013-03-04;JNJ;77.2
2013-03-05;JNJ;77.66
2013-03-06;JNJ;77.39
2013-03-07;JNJ;77.75
2013-03-08;JNJ;78.19
2013-03-11;JNJ;78.44
2013-03-12;JNJ;78.56
2013-03-13;JNJ;78.55
2013-03-14;JNJ;79.1
2013-03-15;JNJ;79.19
2013-03-18;JNJ;78.81
2013-03-19;JNJ;78.86
2013-03-20;JNJ;79.45
2013-03-21;JNJ;79.01
2013-03-22;JNJ;79.74
2013-03-25;JNJ;79.68
2013-03-26;JNJ;80.85
2013-03-27;JNJ;81.27
2013-03-28;JNJ;81.53
2013-04-01;JNJ;81.93
2013-04-02;JNJ;82.69
2013-04-03;JNJ;82.07
2013-04-04;JNJ;82.41
2013-04-05;JNJ;82.04
2013-04-08;JNJ;81.11
2013-04-09;JNJ;81.52
2013-04-10;JNJ;82.02
2013-04-11;JNJ;82.32
2013-04-12;JNJ;82.74
2013-04-15;JNJ;81.71
2013-04-16;JNJ;83.44
2013-04-17;JNJ;83.9
2013-04-18;JNJ;83.18
2013-04-19;JNJ;84.49
2013-04-22;JNJ;84.83
2013-04-23;JNJ;85.45
2013-04-24;JNJ;84.39
2013-04-25;JNJ;85.22
2013-04-26;JNJ;85.12
2013-04-29;JNJ;85.58
2013-04-30;JNJ;85.23
2013-05-01;JNJ;84.23
2013-05-02;JNJ;85.16
2013-05-03;JNJ;85.75
2013-05-06;JNJ;84.68
2013-05-07;JNJ;85.53
2013-05-08;JNJ;85.46
2013-05-09;JNJ;85.15
2013-05-10;JNJ;85.76
2013-05-13;JNJ;85.85
2013-05-14;JNJ;86.97
2013-05-15;JNJ;87.64
2013-05-16;JNJ;87.45
2013-05-17;JNJ;88.09
2013-05-20;JNJ;88.01
2013-05-21;JNJ;88.59
2013-05-22;JNJ;88.46
2013-05-23;JNJ;87.21
2013-05-24;JNJ;86.82
2013-05-28;JNJ;87.61
2013-05-29;JNJ;85.65
2013-05-30;JNJ;85.99
2013-05-31;JNJ;84.18
2013-06-03;JNJ;84.71
2013-06-04;JNJ;84.1
2013-06-05;JNJ;83.68
2013-06-06;JNJ;84.46
2013-06-07;JNJ;84.91
2013-06-10;JNJ;85.14
2013-06-11;JNJ;84.69
2013-06-12;JNJ;83.74
2013-06-13;JNJ;84.91
2013-06-14;JNJ;84.91
2013-06-17;JNJ;85.63
2013-06-18;JNJ;86.36
2013-06-19;JNJ;84.86
2013-06-20;JNJ;82.62
2013-06-21;JNJ;83.2
2013-06-24;JNJ;84.61
2013-06-25;JNJ;85.35
2013-06-26;JNJ;86.99
2013-06-27;JNJ;86.71
2013-06-28;JNJ;85.86
2013-07-01;JNJ;86.63
2013-07-02;JNJ;86.57
2013-07-03;JNJ;86.78
2013-07-05;JNJ;87.87
2013-07-08;JNJ;88.59
2013-07-09;JNJ;88.88
2013-07-10;JNJ;89.24
2013-07-11;JNJ;89.67
2013-07-12;JNJ;89.99
2013-07-15;JNJ;90.4
2013-07-16;JNJ;90.4
2013-07-17;JNJ;90.13
2013-07-18;JNJ;90.17
2013-07-19;JNJ;92.23
2013-07-22;JNJ;92.28
2013-07-23;JNJ;92.42
2013-07-24;JNJ;92.36
2013-07-25;JNJ;92.57
2013-07-26;JNJ;92.83
2013-07-29;JNJ;93.21
2013-07-30;JNJ;93.17
2013-07-31;JNJ;93.5
2013-08-01;JNJ;93.77
2013-08-02;JNJ;94.39
2013-08-05;JNJ;93.8
2013-08-06;JNJ;93.81
2013-08-07;JNJ;93.66
2013-08-08;JNJ;93.34
2013-08-09;JNJ;92.36
2013-08-12;JNJ;92.0
2013-08-13;JNJ;93.01
2013-08-14;JNJ;90.7
2013-08-15;JNJ;89.55
2013-08-16;JNJ;89.37
2013-08-19;JNJ;90.45
2013-08-20;JNJ;89.73
2013-08-21;JNJ;88.8
2013-08-22;JNJ;88.26
2013-08-23;JNJ;88.41
2013-08-26;JNJ;87.53
2013-08-27;JNJ;86.17
2013-08-28;JNJ;86.53
2013-08-29;JNJ;86.57
2013-08-30;JNJ;86.41
2013-09-03;JNJ;86.42
2013-09-04;JNJ;86.9
2013-09-05;JNJ;87.04
2013-09-06;JNJ;87.16
2013-09-09;JNJ;87.56
2013-09-10;JNJ;88.53
2013-09-11;JNJ;89.23
2013-09-12;JNJ;89.01
2013-09-13;JNJ;88.57
2013-09-16;JNJ;89.03
2013-09-17;JNJ;89.06
2013-09-18;JNJ;89.91
2013-09-19;JNJ;90.07
2013-09-20;JNJ;89.68
2013-09-23;JNJ;89.09
2013-09-24;JNJ;88.22
2013-09-25;JNJ;87.08
2013-09-26;JNJ;87.07
2013-09-27;JNJ;86.73
2013-09-30;JNJ;86.69
2013-10-01;JNJ;87.47
2013-10-02;JNJ;87.29
2013-10-03;JNJ;86.58
2013-10-04;JNJ;87.31
2013-10-07;JNJ;86.59
2013-10-08;JNJ;85.61
2013-10-09;JNJ;85.96
2013-10-10;JNJ;87.78
2013-10-11;JNJ;89.45
2013-10-14;JNJ;89.8
2013-10-15;JNJ;89.93
2013-10-16;JNJ;91.11
2013-10-17;JNJ;91.97
2013-10-18;JNJ;91.63
2013-10-21;JNJ;91.2
2013-10-22;JNJ;92.36
2013-10-23;JNJ;92.1
2013-10-24;JNJ;92.35
2013-10-25;JNJ;92.09
2013-10-28;JNJ;92.39
2013-10-29;JNJ;93.14
2013-10-30;JNJ;92.79
2013-10-31;JNJ;92.61
2013-11-01;JNJ;93.37
2013-11-04;JNJ;93.03
2013-11-05;JNJ;92.81
2013-11-06;JNJ;93.04
2013-11-07;JNJ;92.69
2013-11-08;JNJ;94.05
2013-11-11;JNJ;94.29
2013-11-12;JNJ;93.56
2013-11-13;JNJ;93.34
2013-11-14;JNJ;93.92
2013-11-15;JNJ;94.39
2013-11-18;JNJ;94.3
2013-11-19;JNJ;94.86
2013-11-20;JNJ;95.15
2013-11-21;JNJ;95.2
2013-11-22;JNJ;95.25
2013-11-25;JNJ;95.63
2013-11-26;JNJ;95.06
2013-11-27;JNJ;94.98
2013-11-29;JNJ;94.66
2013-12-02;JNJ;94.28
2013-12-03;JNJ;93.97
2013-12-04;JNJ;93.63
2013-12-05;JNJ;92.97
2013-12-06;JNJ;94.44
2013-12-09;JNJ;94.44
2013-12-10;JNJ;94.14
2013-12-11;JNJ;93.11
2013-12-12;JNJ;91.16
2013-12-13;JNJ;91.35
2013-12-16;JNJ;91.37
2013-12-17;JNJ;90.66
2013-12-18;JNJ;92.64
2013-12-19;JNJ;91.98
2013-12-20;JNJ;92.09
2013-12-23;JNJ;92.03
2013-12-24;JNJ;92.06
2013-12-26;JNJ;92.54
2013-12-27;JNJ;92.35
2013-12-30;JNJ;92.3
2013-12-31;JNJ;91.59
2014-01-02;JNJ;91.03
2014-01-03;JNJ;91.85
2014-01-06;JNJ;92.33
2014-01-07;JNJ;94.29
2014-01-08;JNJ;94.16
2014-01-09;JNJ;94.73
2014-01-10;JNJ;94.74
2014-01-13;JNJ;94.5
2014-01-14;JNJ;94.72
2014-01-15;JNJ;94.8
2014-01-16;JNJ;94.64
2014-01-17;JNJ;95.06
2014-01-21;JNJ;94.03
2014-01-22;JNJ;94.32
2014-01-23;JNJ;92.74
2014-01-24;JNJ;90.61
2014-01-27;JNJ;89.94
2014-01-28;JNJ;90.1
2014-01-29;JNJ;88.9
2014-01-30;JNJ;89.5
2014-01-31;JNJ;88.47
2014-02-03;JNJ;86.78
2014-02-04;JNJ;86.62
2014-02-05;JNJ;87.28
2014-02-06;JNJ;88.75
2014-02-07;JNJ;90.04
2014-02-10;JNJ;91.07
2014-02-11;JNJ;92.97
2014-02-12;JNJ;92.42
2014-02-13;JNJ;92.56
2014-02-14;JNJ;92.76
2014-02-18;JNJ;92.17
2014-02-19;JNJ;91.64
2014-02-20;JNJ;92.38
2014-02-21;JNJ;91.52
2014-02-24;JNJ;91.11
2014-02-25;JNJ;91.11
2014-02-26;JNJ;91.11
2014-02-27;JNJ;91.36
2014-02-28;JNJ;92.12
2014-03-03;JNJ;91.56
2014-03-04;JNJ;93.34
2014-03-05;JNJ;92.59
2014-03-06;JNJ;92.89
2014-03-07;JNJ;93.32
2014-03-10;JNJ;93.45
2014-03-11;JNJ;93.49
2014-03-12;JNJ;93.6
2014-03-13;JNJ;93.0
2014-03-14;JNJ;92.81
2014-03-17;JNJ;93.93
2014-03-18;JNJ;93.94
2014-03-19;JNJ;93.59
2014-03-20;JNJ;94.12
2014-03-21;JNJ;95.93
2014-03-24;JNJ;95.2
2014-03-25;JNJ;97.38
2014-03-26;JNJ;97.05
2014-03-27;JNJ;97.28
2014-03-28;JNJ;97.44
2014-03-31;JNJ;98.23
2014-04-01;JNJ;97.94
2014-04-02;JNJ;98.23
2014-04-03;JNJ;98.26
2014-04-04;JNJ;98.42
2014-04-07;JNJ;97.89
2014-04-08;JNJ;98.06
2014-04-09;JNJ;98.95
2014-04-10;JNJ;96.54
2014-04-11;JNJ;96.87
2014-04-14;JNJ;97.14
2014-04-15;JNJ;99.2
2014-04-16;JNJ;98.75
2014-04-17;JNJ;98.96
2014-04-21;JNJ;100.0
2014-04-22;JNJ;100.18
2014-04-23;JNJ;100.22
2014-04-24;JNJ;99.96
2014-04-25;JNJ;99.79
2014-04-28;JNJ;101.34
2014-04-29;JNJ;101.03
2014-04-30;JNJ;101.29
2014-05-01;JNJ;100.53
2014-05-02;JNJ;99.31
2014-05-05;JNJ;100.0
2014-05-06;JNJ;99.51
2014-05-07;JNJ;100.91
2014-05-08;JNJ;100.5
2014-05-09;JNJ;100.91
2014-05-12;JNJ;100.52
2014-05-13;JNJ;101.02
2014-05-14;JNJ;100.87
2014-05-15;JNJ;100.69
2014-05-16;JNJ;100.58
2014-05-19;JNJ;100.64
2014-05-20;JNJ;100.25
2014-05-21;JNJ;101.14
2014-05-22;JNJ;100.96
2014-05-23;JNJ;100.98
2014-05-27;JNJ;100.81
2014-05-28;JNJ;100.3
2014-05-29;JNJ;100.76
2014-05-30;JNJ;101.46
2014-06-02;JNJ;102.17
2014-06-03;JNJ;102.46
2014-06-04;JNJ;102.68
2014-06-05;JNJ;103.22
2014-06-06;JNJ;103.18
2014-06-09;JNJ;103.22
2014-06-10;JNJ;104.1
2014-06-11;JNJ;103.32
2014-06-12;JNJ;102.53
2014-06-13;JNJ;102.53
2014-06-16;JNJ;102.45
2014-06-17;JNJ;101.93
2014-06-18;JNJ;102.81
2014-06-19;JNJ;103.81
2014-06-20;JNJ;105.27
2014-06-23;JNJ;104.75
2014-06-24;JNJ;104.59
2014-06-25;JNJ;105.76
2014-06-26;JNJ;105.65
2014-06-27;JNJ;104.99
2014-06-30;JNJ;104.62
2014-07-01;JNJ;105.87
2014-07-02;JNJ;105.86
2014-07-03;JNJ;105.42
2014-07-07;JNJ;106.47
2014-07-08;JNJ;105.72
2014-07-09;JNJ;106.04
2014-07-10;JNJ;105.8
2014-07-11;JNJ;105.1
2014-07-14;JNJ;105.38
2014-07-15;JNJ;103.28
2014-07-16;JNJ;102.22
2014-07-17;JNJ;100.37
2014-07-18;JNJ;101.8
2014-07-21;JNJ;101.27
2014-07-22;JNJ;102.47
2014-07-23;JNJ;102.19
2014-07-24;JNJ;102.2
2014-07-25;JNJ;102.11
2014-07-28;JNJ;102.11
2014-07-29;JNJ;101.96
2014-07-30;JNJ;102.3
2014-07-31;JNJ;100.09
2014-08-01;JNJ;99.9
2014-08-04;JNJ;100.16
2014-08-05;JNJ;99.82
2014-08-06;JNJ;100.71
2014-08-07;JNJ;99.93
2014-08-08;JNJ;101.08
2014-08-11;JNJ;101.16
2014-08-12;JNJ;100.63
2014-08-13;JNJ;101.74
2014-08-14;JNJ;102.02
2014-08-15;JNJ;101.17
2014-08-18;JNJ;102.7
2014-08-19;JNJ;102.96
2014-08-20;JNJ;103.21
2014-08-21;JNJ;104.19
2014-08-22;JNJ;103.1
2014-08-25;JNJ;103.23
2014-08-26;JNJ;103.44
2014-08-27;JNJ;103.22
2014-08-28;JNJ;102.95
2014-08-29;JNJ;103.73
2014-09-02;JNJ;103.36
2014-09-03;JNJ;103.76
2014-09-04;JNJ;103.84
2014-09-05;JNJ;104.42
2014-09-08;JNJ;104.05
2014-09-09;JNJ;103.8
2014-09-10;JNJ;104.99
2014-09-11;JNJ;104.55
2014-09-12;JNJ;104.58
2014-09-15;JNJ;104.72
2014-09-16;JNJ;105.88
2014-09-17;JNJ;106.19
2014-09-18;JNJ;107.35
2014-09-19;JNJ;107.99
2014-09-22;JNJ;107.88
2014-09-23;JNJ;107.46
2014-09-24;JNJ;108.64
2014-09-25;JNJ;107.1
2014-09-26;JNJ;107.1
2014-09-29;JNJ;106.54
2014-09-30;JNJ;106.59
2014-10-01;JNJ;104.3
2014-10-02;JNJ;103.85
2014-10-03;JNJ;105.13
2014-10-06;JNJ;104.86
2014-10-07;JNJ;102.39
2014-10-08;JNJ;104.91
2014-10-09;JNJ;102.08
2014-10-10;JNJ;101.23
2014-10-13;JNJ;99.12
2014-10-14;JNJ;97.01
2014-10-15;JNJ;98.21
2014-10-16;JNJ;96.78
2014-10-17;JNJ;98.7
2014-10-20;JNJ;99.2
2014-10-21;JNJ;100.36
2014-10-22;JNJ;101.22
2014-10-23;JNJ;102.63
2014-10-24;JNJ;103.13
2014-10-27;JNJ;104.07
2014-10-28;JNJ;104.79
2014-10-29;JNJ;105.56
2014-10-30;JNJ;107.04
2014-10-31;JNJ;107.78
2014-11-03;JNJ;107.46
2014-11-04;JNJ;108.62
2014-11-05;JNJ;108.82
2014-11-06;JNJ;109.01
2014-11-07;JNJ;108.2
2014-11-10;JNJ;108.82
2014-11-11;JNJ;108.91
2014-11-12;JNJ;108.75
2014-11-13;JNJ;109.07
2014-11-14;JNJ;108.16
2014-11-17;JNJ;108.3
2014-11-18;JNJ;108.83
2014-11-19;JNJ;108.76
2014-11-20;JNJ;108.18
2014-11-21;JNJ;107.86
2014-11-24;JNJ;106.88
2014-11-25;JNJ;106.7
2014-11-26;JNJ;107.21
2014-11-28;JNJ;108.25
2014-12-01;JNJ;108.03
2014-12-02;JNJ;108.51
2014-12-03;JNJ;107.72
2014-12-04;JNJ;107.56
2014-12-05;JNJ;108.51
2014-12-08;JNJ;108.52
2014-12-09;JNJ;108.05
2014-12-10;JNJ;106.24
2014-12-11;JNJ;106.72
2014-12-12;JNJ;104.43
2014-12-15;JNJ;103.96
2014-12-16;JNJ;102.76
2014-12-17;JNJ;104.07
2014-12-18;JNJ;106.81
2014-12-19;JNJ;105.55
2014-12-22;JNJ;106.74
2014-12-23;JNJ;104.28
2014-12-24;JNJ;104.59
2014-12-26;JNJ;105.06
2014-12-29;JNJ;105.33
2014-12-30;JNJ;105.36
2014-12-31;JNJ;104.57
2015-01-02;JNJ;104.52
2015-01-05;JNJ;103.79
2015-01-06;JNJ;103.28
2015-01-07;JNJ;105.56
2015-01-08;JNJ;106.39
2015-01-09;JNJ;104.94
2015-01-12;JNJ;104.58
2015-01-13;JNJ;104.76
2015-01-14;JNJ;104.0
2015-01-15;JNJ;102.49
2015-01-16;JNJ;104.04
2015-01-20;JNJ;101.29
2015-01-21;JNJ;101.9
2015-01-22;JNJ;103.76
2015-01-23;JNJ;102.2
2015-01-26;JNJ;102.26
2015-01-27;JNJ;102.09
2015-01-28;JNJ;101.48
2015-01-29;JNJ;102.38
2015-01-30;JNJ;100.14
2015-02-02;JNJ;100.83
2015-02-03;JNJ;102.46
2015-02-04;JNJ;101.36
2015-02-05;JNJ;102.46
2015-02-06;JNJ;101.1
2015-02-09;JNJ;99.78
2015-02-10;JNJ;100.35
2015-02-11;JNJ;100.38
2015-02-12;JNJ;98.44
2015-02-13;JNJ;99.62
2015-02-17;JNJ;100.44
2015-02-18;JNJ;99.96
